delivery_distance,order_quantity_lbs,average_unit_cost_lbs,packaging,total_delivery_cost,markup_percentage,order_date,customer_id,product_id,warehouse_id,ship_via
47.28,34040.0,0.05,BULK,127.66,1.45,2020-02-24 00:00:00+00:00,C14,P1,W11,S2
20.21,1440.0,1.33,-MDRM,2.18,0.11,2018-09-12 00:00:00+00:00,C27,P2,W15,S3
16.08,720.0,1.16,-MDRM,0.87,0.11,2022-07-08 00:00:00+00:00,C116,P2,W5,S3
76.65,360.0,1.2,-MDRM,2.07,1.47,2022-02-03 00:00:00+00:00,C199,P2,W10,S3
10.06,2880.0,0.77,-MDRM,2.17,0.11,2018-11-29 00:00:00+00:00,C95,P2,W3,S3
14.6,8180.0,0.14,BULK,6.7,3.08,2022-10-03 00:00:00+00:00,C50,P1,W16,S2
66.83,42360.0,0.1,BULK,225.55,0.7,2021-12-15 00:00:00+00:00,C28,P1,W2,S2
13.19,16380.0,0.06,BULK,18.16,1.18,2018-03-27 00:00:00+00:00,C13,P1,W2,S2
47.43,44760.0,0.05,BULK,163.63,0.45,2017-01-09 00:00:00+00:00,C19,P1,W2,S2
35.12,44700.0,0.06,BULK,118.53,0.58,2016-09-07 00:00:00+00:00,C34,P1,W1,S1
8.01,720.0,0.77,-MDRM,0.43,0.24,2017-05-01 00:00:00+00:00,C303,P2,W26,S3
167.86,360.0,1.99,-MDRM,4.53,0.1,2017-07-06 00:00:00+00:00,C51,P2,W19,S3
40.77,45660.0,0.06,BULK,137.6,0.59,2016-11-04 00:00:00+00:00,C34,P1,W1,S1
148.47,45220.0,0.07,BULK,512.22,0.25,2019-01-10 00:00:00+00:00,C24,P1,W2,S2
6.16,1440.0,1.08,-MDRM,0.67,2.12,2022-05-26 00:00:00+00:00,C255,P2,W7,S3
,34460.0,0.07,BULK,,,2019-08-08 00:00:00+00:00,C41,P3,W12,S6
26.62,2520.0,0.79,-MDRM,5.03,0.11,2018-08-21 00:00:00+00:00,C304,P2,W3,S3
20.21,1440.0,1.26,-MDRM,2.18,0.11,2017-03-10 00:00:00+00:00,C27,P2,W15,S3
166.81,35600.0,0.09,BULK,445.38,0.94,2018-08-08 00:00:00+00:00,C41,P3,W12,S6
36.92,360.0,1.53,-MDRM,1.0,0.11,2019-06-19 00:00:00+00:00,C58,P2,W15,S3
86.24,1080.0,0.8,-MDRM,6.99,0.1,2018-03-23 00:00:00+00:00,C56,P2,W17,S3
50.51,1080.0,1.38,-MDRM,4.09,0.11,2021-04-08 00:00:00+00:00,C17,P2,W10,S3
55.6,720.0,1.01,-MDRM,3.0,0.11,2017-03-24 00:00:00+00:00,C38,P2,W17,S3
114.16,43120.0,0.06,BULK,393.85,0.04,2018-05-07 00:00:00+00:00,C6,P1,W2,S2
5.32,360.0,2.06,-MDRM,0.14,0.11,2019-02-08 00:00:00+00:00,C305,P2,W10,S3
114.16,44040.0,0.14,BULK,393.85,0.29,2022-09-26 00:00:00+00:00,C6,P1,W2,S2
89.32,45180.0,0.07,BULK,314.85,0.2,2021-07-09 00:00:00+00:00,C34,P1,W1,S1
10.06,2880.0,0.94,-MDRM,2.17,0.11,2022-04-22 00:00:00+00:00,C95,P2,W3,S3
66.83,43880.0,0.06,BULK,225.55,1.22,2020-11-30 00:00:00+00:00,C28,P1,W2,S2
14.6,6060.0,0.07,BULK,6.7,3.99,2019-10-10 00:00:00+00:00,C50,P1,W16,S2
16.69,43540.0,0.11,BULK,56.33,0.46,2022-08-04 00:00:00+00:00,C47,P1,W1,S2
6.19,720.0,0.92,-MDRM,0.33,0.11,2018-05-03 00:00:00+00:00,C5,P2,W5,S3
13.19,45180.0,0.06,BULK,45.51,0.21,2018-06-25 00:00:00+00:00,C13,P1,W2,S2
16.69,45340.0,0.09,BULK,56.33,0.77,2022-04-20 00:00:00+00:00,C47,P1,W1,S2
36.92,360.0,1.53,-MDRM,1.0,0.11,2019-07-25 00:00:00+00:00,C58,P2,W15,S3
116.85,46080.0,0.06,BULK,394.37,0.8,2020-01-30 00:00:00+00:00,C86,P1,W14,S2
36.92,360.0,1.53,-MDRM,1.0,0.11,2019-07-30 00:00:00+00:00,C58,P2,W15,S3
67.45,44280.0,0.13,BULK,232.7,0.36,2022-04-05 00:00:00+00:00,C6,P1,W8,S2
28.58,720.0,1.04,-MDRM,1.54,0.11,2022-01-05 00:00:00+00:00,C249,P2,W15,S3
35.98,720.0,1.19,-MDRM,1.94,0.09,2021-12-14 00:00:00+00:00,C57,P2,W10,S4
36.92,360.0,0.86,-MDRM,1.0,1.32,2022-11-03 00:00:00+00:00,C58,P2,W15,S3
0.0,45300.0,0.06,BULK,0.0,0.29,2017-01-30 00:00:00+00:00,C1,P1,W1,S1
43.65,6560.0,0.05,BULK,22.92,3.99,2016-10-12 00:00:00+00:00,C75,P1,W2,S2
66.83,34800.0,0.16,BULK,225.55,0.78,2022-08-10 00:00:00+00:00,C28,P1,W2,S2
20.21,1440.0,1.06,-MDRM,2.18,0.11,2017-01-13 00:00:00+00:00,C27,P2,W15,S3
0.0,44360.0,0.06,BULK,0.0,0.29,2017-04-17 00:00:00+00:00,C1,P1,W1,S1
2.62,7920.0,1.14,-MDRM,1.56,0.11,2021-04-21 00:00:00+00:00,C202,P2,W5,S3
2.03,44040.0,0.05,BULK,6.85,0.49,2020-12-29 00:00:00+00:00,C159,P1,W14,S2
22.95,9060.0,0.11,BULK,16.63,2.6,2017-11-06 00:00:00+00:00,C146,P3,W2,S2
55.6,2160.0,1.0,-MDRM,9.01,1.39,2022-11-04 00:00:00+00:00,C38,P2,W17,S3
21.86,360.0,0.76,-MDRM,0.59,0.83,2017-03-01 00:00:00+00:00,C306,P2,W10,S3
0.0,720.0,1.46,-MDRM,0.0,0.11,2020-07-16 00:00:00+00:00,C307,P2,W4,S3
13.19,43780.0,0.07,BULK,45.51,0.39,2019-05-07 00:00:00+00:00,C13,P1,W2,S2
34.96,2160.0,0.86,-MDRM,5.66,0.7,2017-04-04 00:00:00+00:00,C308,P2,W15,S3
100.56,45510.0,0.04,BULK,339.39,1.99,2017-07-19 00:00:00+00:00,C188,P1,W4,S2
86.96,46880.0,0.06,BULK,300.01,0.29,2020-03-18 00:00:00+00:00,C46,P1,W16,S2
166.81,34400.0,0.08,BULK,430.37,1.07,2018-12-11 00:00:00+00:00,C41,P3,W12,S6
7.72,15140.0,0.05,BULK,8.86,1.51,2020-03-20 00:00:00+00:00,C92,P1,W14,S2
0.0,25100.0,0.07,BULK,0.0,0.27,2019-04-15 00:00:00+00:00,C1,P1,W1,S1
41.95,44520.0,0.09,BULK,144.73,0.18,2021-09-27 00:00:00+00:00,C309,P1,W2,S2
195.49,44760.0,0.05,BULK,659.78,1.63,2018-01-16 00:00:00+00:00,C4,P1,W4,S2
15.3,360.0,0.69,-MDRM,0.41,0.19,2017-01-20 00:00:00+00:00,C211,P2,W10,S3
28.3,44900.0,0.07,BULK,95.51,1.16,2020-04-27 00:00:00+00:00,C85,P1,W8,S2
2.62,4320.0,0.71,-MDRM,0.85,0.11,2020-10-08 00:00:00+00:00,C202,P2,W5,S3
17.2,360.0,3.76,-MDRM,0.46,0.11,2021-08-13 00:00:00+00:00,C310,P2,W13,S3
62.91,360.0,1.12,-MDRM,1.7,0.11,2017-09-14 00:00:00+00:00,C76,P2,W5,S3
40.77,43420.0,0.09,BULK,143.71,0.1,2021-11-22 00:00:00+00:00,C34,P1,W1,S2
116.85,44960.0,0.12,BULK,394.37,1.56,2022-05-27 00:00:00+00:00,C86,P1,W14,S2
116.85,45220.0,0.09,BULK,394.37,0.91,2021-10-05 00:00:00+00:00,C86,P1,W14,S2
92.46,21740.0,0.04,BULK,133.97,2.26,2017-12-12 00:00:00+00:00,C155,P3,W12,S2
55.61,4320.0,1.06,-MDRM,18.02,0.11,2022-03-04 00:00:00+00:00,C150,P2,W3,S3
35.98,720.0,1.35,-MDRM,1.94,0.16,2017-08-09 00:00:00+00:00,C57,P2,W10,S12
67.33,360.0,1.51,-MDRM,1.82,0.11,2021-05-27 00:00:00+00:00,C311,P2,W4,S3
114.16,44260.0,0.05,BULK,393.85,0.22,2017-07-25 00:00:00+00:00,C6,P1,W2,S2
65.2,720.0,1.17,-MDRM,3.52,1.9,2022-09-26 00:00:00+00:00,C144,P2,W3,S3
47.43,45480.0,0.05,BULK,163.63,0.48,2017-04-10 00:00:00+00:00,C19,P1,W2,S2
75.62,1440.0,1.15,-MDRM,8.17,0.11,2020-03-12 00:00:00+00:00,C60,P2,W4,S3
41.95,44320.0,0.06,BULK,144.73,0.44,2020-01-21 00:00:00+00:00,C40,P1,W2,S2
120.64,45470.0,0.05,BULK,415.3,0.34,2018-02-12 00:00:00+00:00,C94,P1,W4,S2
10.19,1440.0,0.86,-MDRM,1.1,0.11,2019-11-22 00:00:00+00:00,C154,P2,W13,S3
9.53,30000.0,0.15,BULK,21.44,1.88,2022-10-27 00:00:00+00:00,C192,P1,W12,S2
5.96,45440.0,0.06,BULK,20.56,1.55,2017-03-06 00:00:00+00:00,C312,P1,W1,S1
24.31,14720.0,0.06,BULK,27.35,2.72,2020-11-17 00:00:00+00:00,C29,P1,W4,S2
22.95,8840.0,0.11,BULK,16.63,2.6,2017-10-26 00:00:00+00:00,C146,P3,W2,S2
65.2,720.0,1.21,-MDRM,3.52,0.11,2018-03-14 00:00:00+00:00,C144,P2,W3,S3
45.55,360.0,1.12,-MDRM,1.23,0.11,2020-10-02 00:00:00+00:00,C313,P2,W3,S3
18.93,360.0,1.56,-MDRM,0.51,0.11,2018-09-25 00:00:00+00:00,C314,P2,W20,S3
15.38,720.0,2.03,-MDRM,0.83,0.11,2021-02-25 00:00:00+00:00,C162,P2,W4,S3
65.2,720.0,2.41,-MDRM,3.52,0.11,2021-11-18 00:00:00+00:00,C144,P2,W3,S3
23.66,720.0,0.93,-MDRM,1.28,0.15,2021-01-07 00:00:00+00:00,C248,P2,W20,S3
50.95,44840.0,0.06,BULK,175.4,0.64,2020-10-08 00:00:00+00:00,C92,P1,W2,S2
23.19,1440.0,0.72,-MDRM,2.5,0.11,2017-06-23 00:00:00+00:00,C5,P2,W5,S3
32.78,2160.0,0.76,-MDRM,5.31,0.11,2020-03-13 00:00:00+00:00,C11,P2,W11,S3
0.0,45120.0,0.07,BULK,0.0,0.3,2021-05-28 00:00:00+00:00,C1,P1,W1,S1
47.28,29160.0,0.06,BULK,113.47,0.97,2020-12-14 00:00:00+00:00,C14,P1,W11,S2
6.19,30140.0,0.05,BULK,14.21,0.54,2017-09-26 00:00:00+00:00,C44,P1,W14,S2
33.98,360.0,0.92,-MDRM,0.92,0.7,2018-04-25 00:00:00+00:00,C315,P2,W4,S3
31.89,45600.0,0.06,BULK,110.02,0.69,2018-05-21 00:00:00+00:00,C106,P1,W16,S2
16.69,46040.0,0.07,BULK,56.33,0.16,2019-08-28 00:00:00+00:00,C47,P1,W1,S1
16.69,44800.0,0.07,BULK,56.33,0.19,2021-07-06 00:00:00+00:00,C47,P1,W1,S2
54.63,44140.0,0.91,BULK,184.38,0.06,2020-07-15 00:00:00+00:00,C37,P4,W3,S2
36.92,360.0,1.21,-MDRM,1.0,0.11,2017-10-17 00:00:00+00:00,C58,P2,W15,S3
46.12,360.0,2.26,-MDRM,1.25,0.11,2018-11-19 00:00:00+00:00,C99,P2,W3,S3
7.78,7200.0,0.77,-MDRM,4.2,0.11,2020-11-11 00:00:00+00:00,C161,P2,W5,S3
19.35,1800.0,1.2,-MDRM,2.61,0.11,2019-10-11 00:00:00+00:00,C164,P2,W12,S3
41.95,44040.0,0.06,BULK,144.73,0.47,2020-09-09 00:00:00+00:00,C40,P1,W2,S2
22.73,44000.0,0.05,BULK,75.01,1.87,2016-11-30 00:00:00+00:00,C49,P3,W22,S2
18.14,360.0,1.55,-MDRM,0.98,0.11,2018-04-19 00:00:00+00:00,C114,P2,W12,S3
125.35,46000.0,0.19,BULK,402.28,0.26,2022-11-14 00:00:00+00:00,C223,P3,W12,S2
100.16,45400.0,0.13,BULK,360.58,0.23,2022-10-17 00:00:00+00:00,C172,P1,W1,S2
50.95,44100.0,0.06,BULK,175.4,0.66,2020-06-29 00:00:00+00:00,C92,P1,W2,S2
18.55,720.0,0.79,-MDRM,1.0,0.11,2021-01-04 00:00:00+00:00,C316,P2,W12,S3
26.91,720.0,2.1,-MDRM,1.45,0.11,2019-01-15 00:00:00+00:00,C317,P2,W13,S3
54.63,35560.0,0.73,BULK,143.4,0.06,2021-01-29 00:00:00+00:00,C37,P4,W3,S2
9.2,720.0,0.59,-MDRM,0.5,0.11,2019-03-08 00:00:00+00:00,C200,P2,W5,S3
0.0,45440.0,0.08,BULK,0.0,0.52,2022-03-09 00:00:00+00:00,C1,P1,W1,S1
46.12,360.0,0.51,+MDRM,1.25,2.26,2016-09-12 00:00:00+00:00,C99,P2,W3,S3
55.83,360.0,1.25,-MDRM,1.51,0.11,2018-01-24 00:00:00+00:00,C89,P2,W5,S3
26.44,360.0,0.66,-MDRM,0.71,1.57,2016-12-20 00:00:00+00:00,C256,P2,W13,S15
35.12,45220.0,0.07,BULK,121.16,0.62,2020-10-14 00:00:00+00:00,C34,P1,W1,S1
50.51,1080.0,1.39,-MDRM,4.09,0.11,2021-07-21 00:00:00+00:00,C17,P2,W10,S12
100.56,43390.0,0.04,BULK,339.39,1.66,2017-01-23 00:00:00+00:00,C188,P1,W4,S2
54.63,44460.0,0.66,BULK,184.38,0.2,2019-07-09 00:00:00+00:00,C37,P4,W3,S8
13.19,44620.0,0.06,BULK,45.51,0.35,2020-11-17 00:00:00+00:00,C13,P1,W2,S2
148.47,45200.0,0.06,BULK,512.22,0.76,2020-10-14 00:00:00+00:00,C24,P1,W2,S2
20.52,720.0,1.22,-MDRM,1.11,0.11,2022-05-13 00:00:00+00:00,C318,P2,W5,S3
18.14,1440.0,1.53,-MDRM,1.96,0.11,2021-10-29 00:00:00+00:00,C164,P2,W12,S3
86.96,44260.0,0.06,BULK,300.01,0.39,2020-12-29 00:00:00+00:00,C46,P1,W16,S2
23.66,720.0,1.08,-MDRM,1.28,0.11,2022-05-12 00:00:00+00:00,C248,P2,W20,S3
14.6,6520.0,0.08,BULK,6.7,3.99,2021-12-22 00:00:00+00:00,C50,P1,W16,S2
16.69,45020.0,0.07,BULK,56.33,0.16,2020-03-10 00:00:00+00:00,C47,P1,W1,S1
4.05,8940.0,0.16,BULK,9.11,1.82,2022-12-22 00:00:00+00:00,C252,P1,W12,S2
2.62,8640.0,0.7,-MDRM,1.7,0.11,2018-10-25 00:00:00+00:00,C202,P2,W5,S3
5.32,360.0,2.24,-MDRM,0.14,0.11,2019-08-06 00:00:00+00:00,C305,P2,W10,S3
75.62,1440.0,1.84,-MDRM,8.17,0.11,2021-06-17 00:00:00+00:00,C60,P2,W4,S3
50.51,1080.0,1.22,-MDRM,4.09,0.31,2022-04-11 00:00:00+00:00,C17,P2,W10,S3
52.5,360.0,1.1,-MDRM,1.42,0.11,2019-01-07 00:00:00+00:00,C179,P2,W17,S3
31.89,43520.0,0.07,BULK,110.02,0.51,2019-03-18 00:00:00+00:00,C106,P1,W16,S2
,35020.0,0.07,BULK,,,2021-07-07 00:00:00+00:00,C41,P3,W12,S6
18.14,720.0,1.37,-MDRM,0.98,0.11,2017-11-15 00:00:00+00:00,C114,P2,W12,S3
4.05,1440.0,0.81,-MDRM,0.44,0.11,2021-01-18 00:00:00+00:00,C52,P2,W12,S3
54.63,45580.0,0.64,BULK,184.38,0.06,2020-12-21 00:00:00+00:00,C37,P4,W3,S2
19.16,720.0,1.29,-MDRM,1.03,0.11,2020-04-07 00:00:00+00:00,C191,P2,W13,S3
47.28,23440.0,0.06,BULK,113.47,1.32,2020-06-15 00:00:00+00:00,C14,P1,W11,S2
6.19,720.0,0.81,-MDRM,0.33,0.11,2019-05-23 00:00:00+00:00,C5,P2,W5,S3
16.69,44680.0,0.06,BULK,55.08,0.32,2016-11-29 00:00:00+00:00,C47,P1,W1,S1
40.77,44840.0,0.11,BULK,143.71,0.49,2022-08-15 00:00:00+00:00,C34,P1,W1,S2
19.21,45200.0,0.04,BULK,64.83,2.35,2018-01-06 00:00:00+00:00,C319,P1,W3,S2
52.5,360.0,1.1,-MDRM,1.42,0.11,2019-01-28 00:00:00+00:00,C179,P2,W17,S3
47.28,31760.0,0.06,BULK,113.47,1.07,2021-06-21 00:00:00+00:00,C14,P1,W11,S2
5.72,360.0,1.04,-MDRM,0.15,0.11,2018-01-25 00:00:00+00:00,C103,P2,W13,S3
66.83,44200.0,0.07,BULK,225.55,1.15,2021-03-22 00:00:00+00:00,C28,P1,W2,S2
,32800.0,0.04,BULK,,,2017-02-07 00:00:00+00:00,C41,P3,W15,S6
24.31,13340.0,0.04,BULK,27.35,3.38,2017-01-30 00:00:00+00:00,C29,P1,W4,S2
7.16,360.0,1.89,-MDRM,0.19,0.11,2021-04-13 00:00:00+00:00,C111,P2,W15,S3
44.08,14820.0,0.07,BULK,59.51,1.01,2018-09-14 00:00:00+00:00,C77,P1,W16,S2
26.01,360.0,1.22,-MDRM,0.7,0.11,2019-05-30 00:00:00+00:00,C66,P2,W15,S3
148.47,44680.0,0.06,BULK,512.22,0.76,2020-08-26 00:00:00+00:00,C24,P1,W2,S2
41.95,45220.0,0.06,BULK,144.73,0.47,2020-02-05 00:00:00+00:00,C40,P1,W2,S2
13.19,42600.0,0.1,BULK,45.51,0.18,2021-10-27 00:00:00+00:00,C13,P1,W2,S2
120.08,42080.0,0.06,BULK,413.38,0.26,2019-09-06 00:00:00+00:00,C221,P1,W2,S2
47.28,30620.0,0.08,BULK,109.93,1.78,2022-02-23 00:00:00+00:00,C14,P1,W11,S2
65.2,720.0,1.02,-MDRM,3.52,0.11,2017-11-29 00:00:00+00:00,C144,P2,W3,S3
44.08,7080.0,0.07,BULK,59.51,0.95,2018-12-14 00:00:00+00:00,C77,P1,W16,S2
25.19,720.0,1.7,-MDRM,1.36,0.11,2019-09-23 00:00:00+00:00,C81,P2,W15,S3
0.0,45720.0,0.11,BULK,0.0,0.34,2022-06-16 00:00:00+00:00,C1,P1,W1,S1
143.36,720.0,0.89,-MDRM,7.74,0.1,2019-04-24 00:00:00+00:00,C8,P2,W11,S3
46.37,360.0,1.22,-MDRM,1.25,0.11,2018-06-18 00:00:00+00:00,C126,P2,W3,S3
35.12,45320.0,0.06,BULK,118.53,0.54,2017-02-07 00:00:00+00:00,C34,P1,W1,S1
148.47,42920.0,0.15,BULK,512.22,0.21,2022-11-02 00:00:00+00:00,C24,P1,W2,S2
10.06,2880.0,0.74,-MDRM,2.17,0.11,2019-08-27 00:00:00+00:00,C95,P2,W3,S3
5.16,720.0,1.16,-MDRM,0.28,0.13,2022-01-27 00:00:00+00:00,C65,P2,W12,S3
4.05,1440.0,1.02,-MDRM,0.44,0.11,2021-10-01 00:00:00+00:00,C320,P2,W12,S3
18.14,42900.0,0.16,BULK,62.58,0.2,2022-08-01 00:00:00+00:00,C175,P1,W2,S2
9.2,7200.0,0.74,-MDRM,4.97,0.11,2017-10-11 00:00:00+00:00,C200,P2,W5,S3
47.43,44140.0,0.06,BULK,163.63,0.51,2018-02-20 00:00:00+00:00,C19,P1,W2,S2
44.76,720.0,1.37,-MDRM,2.42,0.11,2020-11-30 00:00:00+00:00,C160,P2,W21,S3
166.81,32060.0,0.09,BULK,401.09,0.92,2018-05-29 00:00:00+00:00,C41,P3,W12,S6
66.74,360.0,0.77,-MDRM,1.8,0.8,2017-04-05 00:00:00+00:00,C321,P2,W26,S3
14.6,7650.0,0.06,BULK,6.7,3.99,2016-09-12 00:00:00+00:00,C50,P1,W16,S2
132.12,720.0,0.96,-MDRM,7.13,0.3,2020-10-07 00:00:00+00:00,C322,P2,W15,S3
13.19,42920.0,0.07,BULK,45.51,0.46,2019-04-29 00:00:00+00:00,C13,P1,W2,S2
7.97,1440.0,0.92,-MDRM,0.86,0.71,2018-06-28 00:00:00+00:00,C323,P2,W12,S3
17.2,360.0,2.05,-MDRM,0.46,0.11,2019-01-09 00:00:00+00:00,C98,P2,W13,S3
143.36,360.0,0.83,-MDRM,3.87,0.1,2019-03-20 00:00:00+00:00,C8,P2,W11,S3
40.77,45140.0,0.06,BULK,137.6,0.59,2016-11-17 00:00:00+00:00,C34,P1,W1,S1
60.38,360.0,1.8,-MDRM,1.63,0.11,2018-04-17 00:00:00+00:00,C42,P2,W12,S3
148.47,45480.0,0.07,BULK,512.22,0.24,2019-01-31 00:00:00+00:00,C24,P1,W2,S2
111.82,5760.0,0.93,-MDRM,48.31,0.1,2017-09-06 00:00:00+00:00,C35,P2,W15,S3
45.78,47080.0,0.06,BULK,157.94,0.91,2018-04-13 00:00:00+00:00,C97,P1,W16,S2
46.12,360.0,3.0,-MDRM,1.25,0.11,2021-02-22 00:00:00+00:00,C99,P2,W3,S3
54.63,24920.0,0.47,BULK,102.43,0.1,2017-07-03 00:00:00+00:00,C37,P4,W3,S8
128.36,41240.0,0.05,BULK,442.84,0.71,2016-11-14 00:00:00+00:00,C324,P1,W2,S2
47.43,43000.0,0.07,BULK,163.63,0.53,2019-08-05 00:00:00+00:00,C19,P1,W2,S2
75.62,1440.0,1.06,-MDRM,8.17,1.24,2022-04-28 00:00:00+00:00,C60,P2,W4,S3
9.2,14400.0,0.85,-MDRM,9.94,0.11,2021-08-24 00:00:00+00:00,C200,P2,W5,S3
194.75,9320.0,0.05,BULK,156.43,2.75,2017-12-20 00:00:00+00:00,C176,P1,W2,S2
10.06,45120.0,0.05,BULK,34.71,0.65,2017-07-27 00:00:00+00:00,C197,P1,W16,S2
89.32,45040.0,0.07,BULK,314.85,1.51,2019-07-24 00:00:00+00:00,C34,P1,W1,S1
24.78,360.0,1.57,-MDRM,0.67,0.11,2017-02-16 00:00:00+00:00,C71,P2,W20,S3
31.89,42880.0,0.06,BULK,110.02,0.62,2018-07-30 00:00:00+00:00,C106,P1,W16,S2
44.08,15240.0,0.06,BULK,59.51,1.31,2017-12-13 00:00:00+00:00,C77,P1,W16,S2
44.08,18260.0,0.06,BULK,59.51,1.05,2017-03-29 00:00:00+00:00,C77,P1,W16,S2
18.55,720.0,1.64,-MDRM,1.0,0.11,2021-09-10 00:00:00+00:00,C325,P2,W12,S3
16.69,25220.0,0.08,BULK,56.33,0.95,2022-03-16 00:00:00+00:00,C47,P1,W1,S2
153.89,43920.0,0.04,BULK,519.38,1.19,2017-09-15 00:00:00+00:00,C79,P1,W4,S2
177.63,44740.0,0.06,BULK,599.5,0.66,2016-10-28 00:00:00+00:00,C193,P1,W1,S1
47.96,360.0,1.76,-MDRM,1.29,0.11,2020-08-07 00:00:00+00:00,C326,P2,W27,S3
10.19,1440.0,0.86,-MDRM,1.1,0.11,2019-01-30 00:00:00+00:00,C154,P2,W13,S3
20.21,1440.0,1.33,-MDRM,2.18,0.11,2018-12-05 00:00:00+00:00,C27,P2,W15,S3
41.95,43920.0,0.05,BULK,144.73,0.29,2017-03-24 00:00:00+00:00,C40,P1,W2,S2
47.28,36540.0,0.06,BULK,135.63,1.17,2019-06-18 00:00:00+00:00,C14,P1,W11,S2
32.83,1440.0,1.3,-MDRM,3.55,0.11,2018-02-07 00:00:00+00:00,C108,P2,W3,S3
16.69,44940.0,0.07,BULK,56.33,1.51,2021-08-12 00:00:00+00:00,C47,P1,W1,S1
269.05,41120.0,0.08,BULK,864.46,0.19,2021-07-09 00:00:00+00:00,C2,P1,W2,S2
59.56,45380.0,0.07,BULK,205.48,0.13,2021-04-09 00:00:00+00:00,C247,P1,W16,S2
14.6,8020.0,0.07,BULK,8.78,3.99,2019-07-12 00:00:00+00:00,C50,P1,W16,S2
0.0,44820.0,0.06,BULK,0.0,0.47,2018-05-15 00:00:00+00:00,C1,P1,W1,S1
31.89,45840.0,0.07,BULK,110.02,0.56,2019-05-29 00:00:00+00:00,C106,P1,W16,S2
14.6,7660.0,0.07,BULK,6.7,3.99,2019-12-05 00:00:00+00:00,C50,P1,W16,S2
23.66,720.0,1.12,-MDRM,1.28,0.11,2022-04-28 00:00:00+00:00,C248,P2,W20,S3
14.6,3400.0,0.13,BULK,6.7,3.29,2022-04-14 00:00:00+00:00,C50,P1,W16,S2
218.71,43860.0,0.11,BULK,787.36,0.15,2022-04-20 00:00:00+00:00,C327,P1,W2,S2
16.69,45560.0,0.16,BULK,56.33,0.15,2022-12-19 00:00:00+00:00,C47,P1,W1,S1
7.45,29600.0,0.05,BULK,17.1,1.65,2017-09-22 00:00:00+00:00,C142,P1,W16,S2
0.0,47080.0,0.16,BULK,0.0,0.1,2022-12-16 00:00:00+00:00,C1,P1,W1,S1
49.73,360.0,0.61,-MDRM,1.34,0.77,2016-12-14 00:00:00+00:00,C237,P2,W17,S3
158.35,44520.0,0.15,BULK,534.43,0.5,2022-08-03 00:00:00+00:00,C84,P1,W3,S2
136.86,41780.0,0.07,BULK,461.9,0.17,2019-02-22 00:00:00+00:00,C88,P1,W3,S2
28.58,720.0,1.23,-MDRM,1.54,0.11,2020-04-15 00:00:00+00:00,C249,P2,W15,S3
54.63,44700.0,0.94,BULK,184.38,0.05,2021-08-26 00:00:00+00:00,C37,P4,W3,S2
50.51,1080.0,1.2,-MDRM,4.09,0.11,2020-03-21 00:00:00+00:00,C17,P2,W10,S3
32.83,720.0,1.34,-MDRM,1.77,0.11,2018-02-23 00:00:00+00:00,C127,P2,W3,S3
50.51,1080.0,1.2,-MDRM,4.09,0.11,2019-10-18 00:00:00+00:00,C17,P2,W10,S3
5.2,17800.0,0.07,BULK,5.97,0.7,2019-07-31 00:00:00+00:00,C142,P1,W16,S2
6.19,720.0,0.78,-MDRM,0.33,0.11,2017-11-15 00:00:00+00:00,C5,P2,W5,S3
50.51,1080.0,1.13,-MDRM,4.09,0.53,2022-08-01 00:00:00+00:00,C17,P2,W10,S3
5.59,15820.0,0.06,BULK,6.41,0.83,2020-03-24 00:00:00+00:00,C142,P1,W16,S2
14.6,6760.0,0.16,BULK,6.7,2.68,2022-06-10 00:00:00+00:00,C50,P1,W16,S2
88.4,360.0,1.22,-MDRM,2.39,0.07,2021-06-14 00:00:00+00:00,C328,P2,W9,S3
85.7,44320.0,1.02,BULK,289.24,0.08,2022-05-05 00:00:00+00:00,C145,P4,W3,S2
13.19,43680.0,0.15,BULK,45.51,0.09,2022-06-10 00:00:00+00:00,C13,P1,W2,S2
2.04,360.0,1.19,-MDRM,0.06,0.11,2020-06-25 00:00:00+00:00,C132,P2,W25,S3
54.63,44820.0,1.08,BULK,184.38,0.05,2021-04-15 00:00:00+00:00,C37,P4,W3,S2
47.28,29700.0,0.06,BULK,113.47,1.35,2020-03-16 00:00:00+00:00,C14,P1,W11,S2
22.95,8600.0,0.05,BULK,16.63,3.99,2017-08-08 00:00:00+00:00,C146,P3,W2,S2
131.51,37820.0,0.09,BULK,381.12,0.23,2019-02-11 00:00:00+00:00,C171,P3,W3,S2
45.08,2160.0,0.6,-MDRM,7.3,0.1,2020-01-15 00:00:00+00:00,C329,P2,W15,S3
0.0,30180.0,0.07,BULK,0.0,0.31,2020-12-02 00:00:00+00:00,C1,P1,W1,S1
0.0,44880.0,0.07,BULK,0.0,0.27,2019-07-01 00:00:00+00:00,C1,P1,W1,S1
67.45,43420.0,0.17,BULK,232.7,0.13,2022-08-22 00:00:00+00:00,C6,P1,W8,S2
75.62,2880.0,1.12,-MDRM,16.33,1.13,2022-06-23 00:00:00+00:00,C60,P2,W4,S3
18.14,720.0,1.42,-MDRM,0.98,0.11,2020-03-09 00:00:00+00:00,C114,P2,W12,S3
9.2,2160.0,1.2,-MDRM,1.49,0.11,2017-05-15 00:00:00+00:00,C240,P2,W5,S3
177.63,44260.0,0.06,BULK,599.5,0.74,2017-02-08 00:00:00+00:00,C193,P1,W1,S1
